Complaint_ID,User_Name,Location,Input_Type,Complaint_Text,Category,Severity,Status,Date,Accuracy
CMP804534,User_96931,Trichy,Mobile App,"Unauthorized motor pumps are being used by some residents, affecting the supply to others.",Water Supply Issues,Low,Resolved,2025-03-07,0.95
CMP804535,User_52635,Coimbatore,Mobile App,"Cattle owners are leaving their cows on the main road, causing traffic hazards.",Animal & Wildlife Issues,Medium,In Progress,2025-03-12,0.95
CMP804536,User_42107,Kanchipuram,Call Center,The speed breaker near the hospital is not painted and is invisible at night.,Road & Infrastructure Issues,Low,Open,2025-10-13,0.95
CMP804537,User_16380,Madurai,Mobile App,Requesting a free vaccination camp for the children in our low-income neighborhood.,Health & Medical Issues,Medium,Open,2026-01-05,0.95
CMP804538,User_54034,Madurai,Call Center,A dead stray animal is lying on the road and needs to be removed immediately.,Garbage & Sanitation Issues,High,Open,2025-11-21,0.95
CMP804539,User_70287,Coimbatore,Web Portal,Requesting the shifting of an electric pole that is blocking the entrance to our gate.,Electricity Issues,High,In Progress,2025-12-18,0.95
CMP804540,User_31564,Kanchipuram,Web Portal,A large pack of stray dogs is roaming the street and attacking pedestrians.,Animal & Wildlife Issues,Medium,Resolved,2026-01-21,0.95
CMP804541,User_31948,Trichy,Web Portal,The management of the local temple is not maintaining the premises properly.,General Administrative Department,Low,Open,2025-12-10,0.95
CMP804542,User_89977,Erode,Call Center,"A portion of the pavement has collapsed, making it difficult for pedestrians to walk.",Road & Infrastructure Issues,Low,Resolved,2025-08-04,0.95
CMP804543,User_76935,Kanchipuram,Mobile App,The local government hospital is lacking basic medicines like paracetamol and insulin.,Health & Medical Issues,Low,Resolved,2026-02-02,0.95
CMP804544,User_15345,Erode,Mobile App,A stray bull has damaged several parked cars in the market parking area.,Animal & Wildlife Issues,High,Open,2025-10-16,0.95
CMP804545,User_43186,Chennai,Web Portal,"Desks and benches are broken, and children are forced to sit on the floor.",Education & School Issues,High,In Progress,2025-08-04,0.95
CMP804546,User_69848,Erode,Call Center,"The school playground is filled with thorns and stones, making it unsafe for play.",Education & School Issues,High,In Progress,2026-01-07,0.95
CMP804547,User_94224,Erode,Mobile App,There is a continuous leak in the public water tap located near the community park.,Water Supply Issues,High,Open,2025-03-02,0.95
CMP804548,User_56748,Vellore,Web Portal,Stagnant water in the hospital backyard is becoming a breeding ground for mosquitoes.,Health & Medical Issues,Low,In Progress,2025-12-27,0.95
CMP804549,User_93400,Thanjavur,Web Portal,There has been a total power failure in the entire street for the last five hours.,Electricity Issues,Low,Resolved,2026-01-10,0.95
CMP804550,User_90529,Thanjavur,Call Center,The bridge connecting the two villages has developed visible cracks on the pillars.,Road & Infrastructure Issues,High,In Progress,2025-07-01,0.95
CMP804551,User_48604,Trichy,Call Center,Permission is requested for conducting a religious procession on the main street.,General Administrative Department,High,Resolved,2025-07-09,0.95
CMP804552,User_64400,Erode,Mobile App,"Rabid dogs have been sighted in the area, posing a danger to local residents.",Animal & Wildlife Issues,Low,In Progress,2025-11-24,0.95
CMP804553,User_79260,Salem,Web Portal,"The compound wall of the school has collapsed, allowing stray animals to enter.",Education & School Issues,Medium,In Progress,2025-09-03,0.95
CMP804554,User_65496,Vellore,Mobile App,"The water pressure is extremely low, making it impossible to fill overhead tanks.",Water Supply Issues,Low,Resolved,2025-09-15,0.95
CMP804555,User_93804,Trichy,Mobile App,"The public garbage bin is overflowing, and waste is scattered all over the street.",Garbage & Sanitation Issues,Low,Resolved,2025-02-28,0.95
CMP804556,User_66439,Chennai,Mobile App,Illegal dumping of construction debris is blocking the flow of the rainwater drain.,Garbage & Sanitation Issues,Low,Open,2025-07-20,0.95
CMP804557,User_34610,Coimbatore,Web Portal,The fans and lights in the classrooms are not working for the last two months.,Education & School Issues,Low,Open,2025-10-14,0.95
CMP804558,User_25492,Kanchipuram,Mobile App,Frequent unannounced power cuts are happening every two hours throughout the day.,Electricity Issues,High,Open,2025-11-10,0.95
CMP804559,User_42367,Salem,Mobile App,The science laboratory lacks basic equipment for conducting practical exams.,Education & School Issues,Low,Resolved,2025-05-20,0.95
CMP804560,User_52041,Vellore,Mobile App,"The hospital premises are very dirty, and the washrooms are not being cleaned.",Health & Medical Issues,Low,Open,2026-01-14,0.95
CMP804561,User_24819,Thanjavur,Call Center,The mid-day meal served to the children is unhygienic and lacks nutrition.,Education & School Issues,Low,In Progress,2025-11-27,0.95
CMP804562,User_43278,Trichy,Web Portal,Loud music is being played at a nearby function hall well past midnight.,Public Safety & Law Issues,Low,Open,2025-07-24,0.95
CMP804563,User_47267,Chennai,Mobile App,"The water pressure is extremely low, making it impossible to fill overhead tanks.",Water Supply Issues,Low,In Progress,2025-08-02,0.95
CMP804564,User_10442,Chennai,Web Portal,The traffic signal at the main crossroad is stuck on red for all directions.,Public Safety & Law Issues,High,Open,2025-07-04,0.95
CMP804565,User_94802,Trichy,Call Center,Requesting the installation of new street lights in the dark alleys of the colony.,Road & Infrastructure Issues,High,In Progress,2026-02-06,0.95
CMP804566,User_55410,Vellore,Call Center,Requesting the shifting of an electric pole that is blocking the entrance to our gate.,Electricity Issues,High,In Progress,2025-03-11,0.95
CMP804567,User_61306,Coimbatore,Web Portal,The medical staff at the PHC are being rude and uncooperative with the elderly.,Health & Medical Issues,Medium,Open,2025-06-22,0.95
CMP804568,User_55314,Kanchipuram,Call Center,An electricity transformer is sparking continuously and producing a loud humming noise.,Electricity Issues,Low,In Progress,2026-01-11,0.95
CMP804569,User_89769,Coimbatore,Web Portal,Illegal dumping of construction debris is blocking the flow of the rainwater drain.,Garbage & Sanitation Issues,Low,Open,2025-07-16,0.95
CMP804570,User_84758,Erode,Call Center,"The street lights on the main road are not functioning, making it unsafe for commuters.",Electricity Issues,High,In Progress,2026-02-10,0.95
CMP804571,User_22455,Tirunelveli,Mobile App,The garbage collection truck has not visited our street for the last ten days.,Garbage & Sanitation Issues,Low,Resolved,2025-04-22,0.95
CMP804572,User_12015,Coimbatore,Web Portal,"A major pipeline burst has occurred near the main junction, causing heavy water wastage.",Water Supply Issues,Medium,In Progress,2025-08-19,0.95
CMP804573,User_93234,Erode,Call Center,"Rabid dogs have been sighted in the area, posing a danger to local residents.",Animal & Wildlife Issues,Low,Resolved,2025-05-23,0.95
CMP804574,User_15127,Vellore,Web Portal,The local government hospital is lacking basic medicines like paracetamol and insulin.,Health & Medical Issues,Low,Resolved,2025-05-03,0.95
CMP804575,User_23228,Madurai,Mobile App,A group of people are creating a nuisance by consuming alcohol in the public park.,Public Safety & Law Issues,High,In Progress,2025-09-27,0.95
CMP804576,User_35485,Kanchipuram,Call Center,"The street lights on the main road are not functioning, making it unsafe for commuters.",Electricity Issues,Medium,In Progress,2025-11-04,0.95
CMP804577,User_85538,Tirunelveli,Web Portal,The digital meter in my premises is running too fast and needs a technical check.,Electricity Issues,High,Open,2026-02-23,0.95
CMP804578,User_46411,Chennai,Web Portal,Requesting the shifting of an electric pole that is blocking the entrance to our gate.,Electricity Issues,High,Resolved,2026-01-12,0.95
CMP804579,User_61057,Thanjavur,Web Portal,"An open drainage line is blocked, causing sewage water to overflow onto the road.",Garbage & Sanitation Issues,Medium,Resolved,2025-06-15,0.95
CMP804580,User_43831,Tirunelveli,Web Portal,The CCTV cameras installed at the main junction are non-functional.,Public Safety & Law Issues,High,In Progress,2025-06-01,0.95
CMP804581,User_66726,Kanchipuram,Web Portal,A poisonous snake was spotted in the garden of a house near the public park.,Animal & Wildlife Issues,Low,Resolved,2025-04-13,0.95
CMP804582,User_53800,Chennai,Mobile App,Stagnant water on the road after rain is making the street impassable.,Road & Infrastructure Issues,Medium,Resolved,2025-05-26,0.95
CMP804583,User_46513,Tirunelveli,Call Center,The application for my community certificate has been pending for over three months.,Government Service Delivery Issues,High,In Progress,2025-03-21,0.95
CMP804584,User_61922,Kanchipuram,Call Center,The digital meter in my premises is running too fast and needs a technical check.,Electricity Issues,Medium,Open,2025-04-15,0.95
CMP804585,User_57834,Thanjavur,Web Portal,Stagnant water in the hospital backyard is becoming a breeding ground for mosquitoes.,Health & Medical Issues,High,Open,2025-05-03,0.95
CMP804586,User_37132,Coimbatore,Call Center,Incidents of chain snatching have increased near the public park in the evenings.,Public Safety & Law Issues,Low,In Progress,2026-01-21,0.95
CMP804587,User_19752,Kanchipuram,Web Portal,The local cemetery is overgrown with weeds and lacks proper fencing.,General Administrative Department,High,Resolved,2026-01-17,0.95
CMP804588,User_24314,Erode,Call Center,Requesting a new water connection for a newly constructed residential building.,Water Supply Issues,High,In Progress,2026-01-09,0.95
CMP804589,User_62034,Chennai,Call Center,The officer in charge of the ration card section is always absent from his seat.,Government Service Delivery Issues,Low,Resolved,2025-06-06,0.95
CMP804590,User_89657,Chennai,Mobile App,Illegal dumping of construction debris is blocking the flow of the rainwater drain.,Garbage & Sanitation Issues,Medium,In Progress,2025-03-08,0.95
CMP804591,User_22075,Chennai,Mobile App,It is very difficult to get an appointment for Aadhaar card correction in our zone.,Government Service Delivery Issues,High,Resolved,2026-01-22,0.95
CMP804592,User_51468,Coimbatore,Web Portal,"The street lights on the main road are not functioning, making it unsafe for commuters.",Electricity Issues,High,Open,2025-03-30,0.95
CMP804593,User_85175,Vellore,Mobile App,An electricity transformer is sparking continuously and producing a loud humming noise.,Electricity Issues,High,Resolved,2025-11-08,0.95
CMP804594,User_75355,Tirunelveli,Call Center,A mobile tower is being installed in a residential zone without proper permits.,General Administrative Department,Medium,Resolved,2025-03-04,0.95
CMP804595,User_13144,Kanchipuram,Call Center,"The water pressure is extremely low, making it impossible to fill overhead tanks.",Water Supply Issues,Low,Open,2025-03-16,0.95
CMP804596,User_38220,Trichy,Web Portal,"Cattle owners are leaving their cows on the main road, causing traffic hazards.",Animal & Wildlife Issues,High,In Progress,2025-08-18,0.95
CMP804597,User_56046,Vellore,Web Portal,My old age pension has stopped coming without any prior notice or reason.,Government Service Delivery Issues,Medium,Resolved,2025-12-19,0.95
CMP804598,User_11696,Kanchipuram,Mobile App,The bridge connecting the two villages has developed visible cracks on the pillars.,Road & Infrastructure Issues,Low,Open,2026-02-08,0.95
CMP804599,User_14718,Coimbatore,Mobile App,The management of the local temple is not maintaining the premises properly.,General Administrative Department,High,Resolved,2025-04-01,0.95
CMP804600,User_32291,Coimbatore,Mobile App,"The water pressure is extremely low, making it impossible to fill overhead tanks.",Water Supply Issues,Medium,In Progress,2025-07-17,0.95
CMP804601,User_92756,Chennai,Mobile App,We have not received any water supply for the past three consecutive days in our area.,Water Supply Issues,Low,In Progress,2025-08-02,0.95
CMP804602,User_57090,Coimbatore,Mobile App,Stagnant water on the road after rain is making the street impassable.,Road & Infrastructure Issues,Medium,In Progress,2025-06-01,0.95
CMP804603,User_88182,Madurai,Mobile App,"Rabid dogs have been sighted in the area, posing a danger to local residents.",Animal & Wildlife Issues,High,In Progress,2026-01-18,0.95
